name,domain,website,linkedin_url,industry,vertical,tier,status,headquarters,address,city,state,zip,phone,estimated_employees,estimated_revenue,total_beds,acute_beds,description,keywords,founded_year,twitter_url,facebook_url,logo_url,rural_urban,pay_type,source,source_id,apollo_id,recallwire_package,recallwire_price,recallwire_price_monthly,entity_type,parent_system,parent_system_id,tier,segment,individual_price,system_price,effective_price,priority_score,region,in_vantage,system_in_vantage
Dukes Memorial Hospital,,,http://www.linkedin.com/company/dukes-memorial-hospital,Healthcare,healthcare,Standard,new,"Peru, IN",275 W 12th St.,Peru,IN,46970,+1 (765) 472-8000,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,151318,55920f20736964199bae4400,Standard,5000,416.67,system_member,Community Health Systems,chs,Standard,community,5000,3800.0,3800.0,32,Midwest,false,false
Deaconess Gibson Hospital,,,,Healthcare,healthcare,Standard,new,"Princeton, IN",1808 Sherman DR,Princeton,IN,47670,+1 (812) 385-3401,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,151319,,Standard,5000,416.67,system_member,Deaconess Health System,deaconess_evansville,Standard,community,5000,3800.0,3800.0,32,Midwest,false,false
IU Health Jay,,,,Healthcare,healthcare,Standard,new,"Portland, IN",500 W Votaw St.,Portland,IN,47371,+1 (260) 726-7131,210,52500000,35,21.0,,,,,,,Rural,CAH,us_hospital_list_2024,151320,,Standard,5000,416.67,system_member,Indiana University Health,indiana_university_health,Standard,community,5000,3800.0,3800.0,32,Midwest,false,false
Perry County Memorial Hospital,pchospital.org,http://www.pchospital.org,http://www.linkedin.com/company/perry-county-memorial-hospital,Healthcare,healthcare,Standard,new,"Tell City, IN",8885 SR 237,Tell City,IN,47586,+1 (812) 547-7011,150,37500000,25,25.0,,,1950,https://twitter.com/pcmhospital,https://facebook.com/PCMH.TellCity/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6962268916870100014c890a/picture,Rural,CAH,us_hospital_list_2024,151322,54a1206469702da425444d02,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Parkview Lagrange Hospital,,,http://www.linkedin.com/company/parkview-lagrange-hospital,Healthcare,healthcare,Standard,new,"Lagrange, IN",207 N Townline Rd,Lagrange,IN,46761,+1 (260) 463-9000,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,151323,66e6832fbed1eb0001d34457,Standard,5000,416.67,system_member,Parkview Health,parkview_health,Standard,community,5000,3800.0,3800.0,32,Midwest,false,false
"Franciscan Health Rensselaer, Inc",,,,Healthcare,healthcare,Standard,new,"Rensselaer, IN",1104 E Grace St.,Rensselaer,IN,47978,+1 (219) 866-5141,276,69000000,46,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,151324,,Standard,5000,416.67,system_member,Franciscan Health,franciscan_health,Standard,community,5000,3800.0,3800.0,32,Midwest,false,false
Ascension St. Vincent Warrick,,,,Healthcare,healthcare,Standard,new,"Boonville, IN",1116 Millis Ave,Boonville,IN,47601,+1 (812) 897-4800,210,52500000,35,25.0,,,,,,,Urban,CAH,us_hospital_list_2024,151325,,Standard,5000,416.67,system_member,Ascension,ascension,Standard,community,5000,3400.0,3400.0,32,Midwest,false,true
Union Hospital Clinton,,,http://www.linkedin.com/company/union-hospital-clinton,Healthcare,healthcare,Standard,new,"Clinton, IN",801 S Main St.,Clinton,IN,47842,+1 (765) 832-1234,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,151326,66d55125489e790001bc9013,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Sullivan County Community Hospital,scch.health,http://www.scch.health,http://www.linkedin.com/company/scchhealth,Healthcare,healthcare,Standard,new,"Sullivan, IN",2200 N Section St.,Sullivan,IN,47882,+1 (812) 268-4311,150,37500000,25,25.0,,,1917,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696a1e11bcad970001cf3a99/picture,Rural,CAH,us_hospital_list_2024,151327,5b869609f874f7163f513705,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Indiana University Health Bedford Hospital,,,http://www.linkedin.com/company/indiana-university-health-bedford-hospital,Healthcare,healthcare,Standard,new,"Bedford, IN",2900 W 16th St.,Bedford,IN,47421,+1 (812) 275-1200,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,151328,559230f2736964192c5dbd00,Standard,5000,416.67,system_member,Indiana University Health,indiana_university_health,Standard,community,5000,3800.0,3800.0,32,Midwest,false,false
Margaret Mary Health,,,http://www.linkedin.com/company/margaret-mary-health,Healthcare,healthcare,Standard,new,"Batesville, IN",321 Mitchell Ave,Batesville,IN,47006,+1 (812) 934-6624,150,37500000,25,25.0,,,1932,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6964770bca2a5d00018e521c/picture,Rural,CAH,us_hospital_list_2024,151329,5e059980d0c133010150ba8f,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Adams Memorial Hospital,acmh.com,http://www.acmh.com,http://www.linkedin.com/company/adams-county-memorial-hospital,Healthcare,healthcare,Standard,new,"Decatur, IN",1100 Mercer Ave,Decatur,IN,46733,+1 (608) 339-7076,210,52500000,35,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,151330,55ea6948f3e5bb591800b332,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Harrison County Hospital,hchin.org,http://www.hchin.org,http://www.linkedin.com/company/harrisoncountyhospital,Healthcare,healthcare,Standard,new,"Corydon, IN",1141 Hospital DR Nw,Corydon,IN,47112,+1 (812) 738-4251,150,37500000,25,25.0,,,1950,,https://facebook.com/harrisoncountyhospital,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696a0a55f70a4d0001cef725/picture,Rural,CAH,us_hospital_list_2024,151331,54a11eb669702d9a8b488d01,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Decatur County Memorial Hospital,dcmh.net,http://www.dcmh.net,http://www.linkedin.com/company/decatur-county-memorial-hospital,Healthcare,healthcare,Standard,new,"Greensburg, IN",720 N Lincoln St.,Greensburg,IN,47240,+1 (812) 663-4331,150,37500000,25,25.0,,,1922,https://twitter.com/DCMHhospital,https://www.facebook.com/DCMHGreensburg/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6967869fa97ce50001c521bd/picture,Rural,CAH,us_hospital_list_2024,151332,54a135af69702d36c938f800,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Putnam County Hospital,,,,Healthcare,healthcare,Standard,new,"Greencastle, IN",1542 S Bloomington St.,Greencastle,IN,46135,+1 (765) 301-7300,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,151333,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Norton Scott Hospital,,,,Healthcare,healthcare,Standard,new,"Scottsburg, IN",1451 N Gardner St.,Scottsburg,IN,47170,+1 (812) 752-3456,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,151334,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Unitypoint Health - Marshalltown,,,http://www.linkedin.com/company/unitypoint-health---marshalltown,Healthcare,healthcare,Standard,new,"Marshalltown, IA",55 Unitypoint Way,Marshalltown,IA,50158,+1 (641) 754-5151,294,73500000,49,16.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,SCH/RRC,us_hospital_list_2024,160001,670c7df109855300018a1286,Standard,5000,416.67,system_member,UnityPoint Health,unitypoint,Standard,community,5000,3800.0,3800.0,32,Midwest,false,false
St. Anthony Regional Hospital & Nursing Home,,,,Healthcare,healthcare,Standard,new,"Carroll, IA",311 South Clark Street,Carroll,IA,51401,+1 (712) 792-3581,294,73500000,49,49.0,,,,,,,Rural,SCH,us_hospital_list_2024,160005,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Trinity Muscatine,trinitymuscatine.com,http://www.trinitymuscatine.com,http://www.linkedin.com/company/trinity-muscatine,Healthcare,healthcare,Enterprise,new,"Muscatine, IA",1518 Mulberry Avenue,Muscatine,IA,52761,+1 (563) 264-9100,480,120000000,80,15.0,,,,https://twitter.com/TrinityQC,https://facebook.com/UnityPointQuadCities,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,SCH,us_hospital_list_2024,160013,54a1352969702d333d9ab100,Enterprise,21500,1791.67,independent,,,Enterprise,community,23400,,23400,36,Midwest,false,false
Trinity Regional Medical Center,trmc.org,http://www.trmc.org,http://www.linkedin.com/company/trinity-regional-medical-center,Healthcare,healthcare,Enterprise,new,"Fort Dodge, IA",802 Kenyon Rd,Fort Dodge,IA,50501,+1 (515) 573-3101,1044,261000000,174,44.0,,,1908,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,SCH/RRC,us_hospital_list_2024,160016,665af35864885e00018e743f,Enterprise,26500.0,2208.33,independent,,,Enterprise,community,26220,,26220,42,Midwest,false,false
Chi Health Mercy Council Bluffs,,,http://www.linkedin.com/company/chi-health-mercy-council-bluffs,Healthcare,healthcare,Enterprise,new,"Council Bluffs, IA",800 Mercy Drive,Council Bluffs,IA,51503,+1 (712) 328-5000,1164,291000000,194,141.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,160028,674c94072f6f3300016993f8,Enterprise,27700.0,2308.33,system_member,CommonSpirit Health,commonspirit,Enterprise,community,26820,3400.0,3400.0,32,Midwest,false,true
University of Iowa Health Care Medical Center Down,,,http://www.linkedin.com/company/uihealthcaredowntown,Healthcare,healthcare,Enterprise,new,"Iowa City, IA",500 E Market Street,Iowa City,IA,52245,+1 (319) 339-0300,1404,351000000,234,211.0,,,1873,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696a19d3650f4700010830be/picture,Urban,PPS,us_hospital_list_2024,160029,54a11c1e69702d88c4027a00,Enterprise,30100.0,2508.33,system_member,University of Iowa Health Care,university_of_iowa,Enterprise,regional,28020,5000.0,5000.0,35,Midwest,false,false
Mary Greeley Medical Center,mgmc.org,http://www.mgmc.org,http://www.linkedin.com/company/mary-greeley,Healthcare,healthcare,Enterprise,new,"Ames, IA",1111 Duff Avenue,Ames,IA,50010,+1 (515) 239-2168,1320,330000000,220,150.0,,,1916,https://twitter.com/marygreeley,https://facebook.com/pages/Ames-IA/Mary-Greeley-Medical-Center/198738577698,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696f5a91cbb86a0001462707/picture,Urban,RRC,us_hospital_list_2024,160030,57c4ed67a6da986a3f75262c,Enterprise,29200.0,2433.33,independent,,,Enterprise,regional,27600,,27600,44,Midwest,false,false
Mercyone Newton Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Newton, IA",204 N 4th Ave E,Newton,IA,50208,+1 (641) 792-1273,408,102000000,68,48.0,,,,,,,Rural,MDH,us_hospital_list_2024,160032,,Enterprise,20900,1741.67,system_member,Trinity Health,trinity,Enterprise,community,23040,3600.0,3600.0,32,Midwest,false,true
Genesis Medical Center-Davenport,,,http://www.linkedin.com/company/genesis-medical-center-davenport,Healthcare,healthcare,Enterprise Plus,new,"Davenport, IA",1227 East Rusholme Street,Davenport,IA,52803,+1 (563) 421-1000,3012,753000000,502,322.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,Urban,RRC,us_hospital_list_2024,160033,66e726246725960001fce4cb,Enterprise Plus,50200.0,4183.33,system_member,Genesis Health System,genesis_health,Enterprise Plus,regional,60060,6000.0,6000.0,35,Midwest,false,false
Mercyone Cedar Falls Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Cedar Falls, IA",515 College Street,Cedar Falls,IA,50613,+1 (319) 268-3000,498,124500000,83,35.0,,,,,,,Urban,PPS,us_hospital_list_2024,160040,,Enterprise,21600,1800.0,system_member,Trinity Health,trinity,Enterprise,community,23490,3600.0,3600.0,32,Midwest,false,true
St. Lukes Hospital,stlukesorthopaedics.com,http://www.stlukesorthopaedics.com,http://www.linkedin.com/company/st-lukes-orthopaedics-trauma-hospital,Healthcare,healthcare,Enterprise Plus,new,"Cedar Rapids, IA",1026 a Ave Ne,Cedar Rapids,IA,52402,+1 (254) 111-0530,3192,798000000,532,280.0,,,2004,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695f75118f157e000106b760/picture,Urban,PPS,us_hospital_list_2024,160045,5da67c31e0c7720001804ca7,Enterprise Plus,51700.0,4308.33,system_member,UnityPoint Health (Cedar Rapids),st_lukes_cedar_rapids,Enterprise Plus,community,60960,6000.0,6000.0,32,Midwest,false,false
Methodist Jennie Edmundson,,,,Healthcare,healthcare,Enterprise,new,"Council Bluffs, IA",933 East Pierce Street,Council Bluffs,IA,51503,+1 (712) 396-6000,1416,354000000,236,127.0,,,,,,,Urban,PPS,us_hospital_list_2024,160047,,Enterprise,30200.0,2516.67,independent,,,Enterprise,community,28080,,28080,42,Midwest,false,false
Southeast Iowa Regional Medical Center,,,,Healthcare,healthcare,Enterprise,new,"West Burlington, IA",1221 South Gear Avenue,West Burlington,IA,52655,+1 (319) 768-1000,1038,259500000,173,174.0,,,,,,,Rural,SCH/RRC,us_hospital_list_2024,160057,,Enterprise,26400.0,2200.0,independent,,,Enterprise,community,26190,,26190,42,Midwest,false,false
University of Iowa Health Care Medical Center,,,http://www.linkedin.com/company/uihealthcaredowntown,Healthcare,healthcare,Enterprise Premier,new,"Iowa City, IA",200 Hawkins Drive,Iowa City,IA,52242,+1 (319) 339-0300,6618,1654500000,1103,727.0,,,1873,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696a19d3650f4700010830be/picture,Urban,RRC,us_hospital_list_2024,160058,54a11c1e69702d88c4027a00,Enterprise Premier,84300.0,7025.0,system_member,University of Iowa Health Care,university_of_iowa,Enterprise Premier,academic,108090,7000.0,7000.0,36,Midwest,false,false
Mercyone North Iowa Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Mason City, IA",1000 Fourth Street Sw,Mason City,IA,50401,+1 (641) 428-7000,2100,525000000,350,199.0,,,,,,,Rural,SCH/RRC,us_hospital_list_2024,160064,,Enterprise,37000.0,3083.33,system_member,Trinity Health,trinity,Enterprise,regional,31500,4500.0,4500.0,35,Midwest,false,true
Mercyone Waterloo Medical Center,,,http://www.linkedin.com/company/mercyone-waterloo-medical-center,Healthcare,healthcare,Enterprise Plus,new,"Waterloo, IA",3421 West Ninth Street,Waterloo,IA,50702,+1 (319) 272-8000,2538,634500000,423,161.0,,,2016,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e7cf5c5ae3360001d152fc/picture,Urban,PPS,us_hospital_list_2024,160067,62eb59aa6775d30001d5e892,Enterprise Plus,46200.0,3850.0,system_member,Trinity Health,trinity,Enterprise Plus,regional,57690,4500.0,4500.0,35,Midwest,false,true
Mercyone Dubuque Medical Center,,,,Healthcare,healthcare,Enterprise Plus,new,"Dubuque, IA",250 Mercy Drive,Dubuque,IA,52001,+1 (563) 589-8000,3144,786000000,524,142.0,,,,,,,Urban,RRC,us_hospital_list_2024,160069,,Enterprise Plus,51300.0,4275.0,system_member,Trinity Health,trinity,Enterprise Plus,regional,60720,5400.0,5400.0,35,Midwest,false,true
Mercy Medical Center - Cedar Rapids,,,http://www.linkedin.com/company/mercy-medical-center-cedar-rapids-iowa,Healthcare,healthcare,Enterprise,new,"Cedar Rapids, IA",701 10th Street Se,Cedar Rapids,IA,52403,+1 (319) 398-6011,2082,520500000,347,216.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,160079,6713cea037264e00010b86c7,Enterprise,36800.0,3066.67,system_member,MercyOne,mercyone,Enterprise,regional,31410,5000.0,5000.0,35,Midwest,false,false
Mercyone Clinton Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Clinton, IA",1410 North 4th Street,Clinton,IA,52732,+1 (563) 244-5555,882,220500000,147,107.0,,,,,,,Rural,SCH/RRC,us_hospital_list_2024,160080,,Enterprise,24800,2066.67,system_member,Trinity Health,trinity,Enterprise,community,25410,3600.0,3600.0,32,Midwest,false,true
Unitypoint Health - Des Moines Iowa Methodist Medi,,,,Healthcare,healthcare,Enterprise Plus,new,"Des Moines, IA",1200 Pleasant Street,Des Moines,IA,50309,+1 (515) 241-6212,4044,1011000000,674,577.0,,,,,,,Urban,RRC,us_hospital_list_2024,160082,,Enterprise Plus,58800.0,4900.0,system_member,UnityPoint Health,unitypoint,Enterprise Plus,community,65220,5700.0,5700.0,32,Midwest,false,false
Mercyone Des Moines Medical Center,,,,Healthcare,healthcare,Enterprise Plus,new,"Des Moines, IA",1111 6th Ave,Des Moines,IA,50314,+1 (515) 247-3121,3894,973500000,649,591.0,,,,,,,Urban,PPS,us_hospital_list_2024,160083,,Enterprise Plus,57500.0,4791.67,system_member,Trinity Health,trinity,Enterprise Plus,regional,64470,5400.0,5400.0,35,Midwest,false,true
Ottumwa Regional Health Center,ottumwaregionalhealth.com,http://www.ottumwaregionalhealth.com,http://www.linkedin.com/company/ottumwa-regional-legacy-foundation,Healthcare,healthcare,Enterprise,new,"Ottumwa, IA",1001 E Pennsylvania,Ottumwa,IA,52501,+1 (641) 684-2300,1410,352500000,235,88.0,,,1892,,https://www.facebook.com/OttumwaRegionalHealthCenter/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696deea0a44bf90001d8be52/picture,Rural,SCH/RRC,us_hospital_list_2024,160089,54a1392c69702d24d31b4300,Enterprise,30100.0,2508.33,independent,,,Enterprise,regional,28050,,28050,44,Midwest,false,false
Broadlawns Medical Center,broadlawns.org,http://www.broadlawns.org,http://www.linkedin.com/company/broadlawns-medical-center,Healthcare,healthcare,Enterprise,new,"Des Moines, IA",1801 Hickman Road,Des Moines,IA,50314,+1 (515) 282-2200,1200,300000000,200,113.0,,,1924,https://twitter.com/BroadlawnsMed,https://facebook.com/BroadlawnsMedicalCenter,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696aa756a78ffd0001390835/picture,Urban,PPS,us_hospital_list_2024,160101,54a138ba69702d2bfddc0800,Enterprise,28000.0,2333.33,independent,,,Enterprise,regional,27000,,27000,44,Midwest,false,false
Trinity Bettendorf,,,,Healthcare,healthcare,Enterprise,new,"Bettendorf, IA",4500 Utica Ridge Road,Bettendorf,IA,52722,+1 (563) 742-5000,900,225000000,150,81.0,,,,,,,Urban,PPS,us_hospital_list_2024,160104,,Enterprise,25000.0,2083.33,independent,,,Enterprise,community,25500,,25500,42,Midwest,false,false
Allen Hospital,sbamh.com,http://www.sbamh.com,http://www.linkedin.com/company/susan-b.-allen-memorial-hospital,Healthcare,healthcare,Enterprise,new,"Waterloo, IA",1825 Logan Avenue,Waterloo,IA,50703,+1 (316) 321-3300,1404,351000000,234,189.0,,,1931,https://twitter.com/SBAHospital,https://www.facebook.com/Susan-B-Allen-Memorial-Hospital-111607302211280/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695e2bc565a06e000134a806/picture,Urban,RRC,us_hospital_list_2024,160110,54a1357a69702d4b2e7b9600,Enterprise,30100.0,2508.33,independent,,,Enterprise,community,28020,,28020,42,Midwest,false,false
